1,3.84,Current,Percentage,,,,100,3.84
33941,3.24,65.9,53.21,,,,53.21,3.24
33942,3.24,66.1,53.21,,,,53.21,3.24
33943,3.24,65.9,53.21,,,,53.2,3.24
33944,3.24,66.1,53.2,,,,53.2,3.24
33945,3.24,65.9,53.2,,,,53.2,3.24
33946,3.24,65.9,53.2,,,,53.2,3.24
33947,3.24,65.9,53.2,,,,53.2,3.24
33948,3.24,65.9,53.2,,,,53.2,3.24
33949,3.24,66,53.2,,,,53.2,3.24
33950,3.24,66.1,53.2,,,,53.2,3.24
33951,3.24,65.7,53.2,,,,53.19,3.24
33952,3.24,66,53.19,,,,53.19,3.24
33953,3.24,65.8,53.19,,,,53.19,3.24
33954,3.24,66.1,53.19,,,,53.19,3.24
33955,3.24,65.8,53.19,,,,53.19,3.24
33956,3.24,66.2,53.19,,,,53.19,3.24
33957,3.24,66,53.19,,,,53.19,3.24
33958,3.24,65.8,53.19,,,,53.18,3.24
33959,3.24,66.2,53.18,,,,53.18,3.24
33960,3.24,66,53.18,,,,53.18,3.24
33961,3.24,65.6,53.18,,,,53.18,3.24
33962,3.24,66.1,53.18,,,,53.18,3.24
33963,3.24,66.1,53.18,,,,53.18,3.24
33964,3.24,65.9,53.18,,,,53.18,3.24
33965,3.24,66,53.18,,,,53.17,3.24
33966,3.24,66.1,53.17,,,,53.17,3.24
33967,3.24,66,53.17,,,,53.17,3.24
33968,3.24,66.1,53.17,,,,53.17,3.24
33969,3.24,65.9,53.17,,,,53.17,3.24
33970,3.24,66.2,53.17,,,,53.17,3.24
33971,3.24,65.8,53.17,,,,53.17,3.24
33972,3.24,66.1,53.17,,,,53.16,3.24
33973,3.24,66,53.16,,,,53.16,3.24
33974,3.24,66.4,53.16,,,,53.16,3.24
33975,3.24,65.9,53.16,,,,53.16,3.24
33976,3.24,66.1,53.16,,,,53.16,3.24
33977,3.24,66,53.16,,,,53.16,3.24
33978,3.24,66.1,53.16,,,,53.16,3.24
33979,3.24,66.5,53.16,,,,53.16,3.24
33980,3.24,65.9,53.16,,,,53.15,3.24
33981,3.24,66.5,53.15,,,,53.15,3.24
33982,3.24,66.1,53.15,,,,53.15,3.24
33983,3.24,65.7,53.15,,,,53.15,3.24
33984,3.24,65.8,53.15,,,,53.15,3.24
33985,3.24,66.4,53.15,,,,53.15,3.24
33986,3.24,66,53.15,,,,53.15,3.24
33987,3.24,65.9,53.15,,,,53.14,3.24
33988,3.24,66.2,53.14,,,,53.14,3.24
33989,3.24,65.7,53.14,,,,53.14,3.24
33990,3.24,65.8,53.14,,,,53.14,3.24
33991,3.24,66,53.14,,,,53.14,3.24
33992,3.24,65.7,53.14,,,,53.14,3.24
33993,3.24,66.3,53.14,,,,53.14,3.24
33994,3.24,66,53.14,,,,53.13,3.24
33995,3.24,65.6,53.13,,,,53.13,3.24
33996,3.24,65.9,53.13,,,,53.13,3.24
33997,3.24,66.3,53.13,,,,53.13,3.24
33998,3.24,65.6,53.13,,,,53.13,3.24
33999,3.24,66.1,53.13,,,,53.13,3.24
34000,3.24,65.9,53.13,,,,53.13,3.24
34001,3.24,66,53.13,,,,53.12,3.24
34002,3.24,66,53.12,,,,53.12,3.24
34003,3.24,66.3,53.12,,,,53.12,3.24
34004,3.24,65.5,53.12,,,,53.12,3.24
34005,3.24,65.8,53.12,,,,53.12,3.24
34006,3.24,65.9,53.12,,,,53.12,3.24
34007,3.24,66.4,53.12,,,,53.12,3.24
34008,3.24,66.3,53.12,,,,53.12,3.24
34009,3.24,65.8,53.12,,,,53.11,3.24
34010,3.24,66.3,53.11,,,,53.11,3.24
34011,3.24,65.5,53.11,,,,53.11,3.24
34012,3.23,65.9,53.11,,,,53.11,3.23
34013,3.24,65.9,53.11,,,,53.11,3.24
34014,3.24,65.7,53.11,,,,53.11,3.24
34015,3.24,66,53.11,,,,53.11,3.24
34016,3.24,66.1,53.11,,,,53.1,3.24
34017,3.24,65.8,53.1,,,,53.1,3.24
34018,3.24,66.8,53.1,,,,53.1,3.24
34019,3.24,66.1,53.1,,,,53.1,3.24
34020,3.24,66.4,53.1,,,,53.1,3.24
34021,3.24,65.8,53.1,,,,53.1,3.24
34022,3.24,66.1,53.1,,,,53.1,3.24
34023,3.24,66.4,53.1,,,,53.09,3.24
34024,3.24,66.1,53.09,,,,53.09,3.24
34025,3.24,66.1,53.09,,,,53.09,3.24
34026,3.24,65.7,53.09,,,,53.09,3.24
34027,3.24,65.8,53.09,,,,53.09,3.24
34028,3.24,65.7,53.09,,,,53.09,3.24
34029,3.24,66.1,53.09,,,,53.09,3.24
34030,3.24,66,53.09,,,,53.08,3.24
34031,3.24,66,53.08,,,,53.08,3.24
34032,3.24,66.2,53.08,,,,53.08,3.24
34033,3.24,65.8,53.08,,,,53.08,3.24
34034,3.24,66.2,53.08,,,,53.08,3.24
34035,3.24,65.9,53.08,,,,53.08,3.24
34036,3.24,65.6,53.08,,,,53.08,3.24
34037,3.24,66.1,53.08,,,,53.08,3.24
34038,3.24,66.2,53.08,,,,53.07,3.24
34039,3.24,65.6,53.07,,,,53.07,3.24
34040,3.24,66,53.07,,,,53.07,3.24
34041,3.24,66.2,53.07,,,,53.07,3.24
34042,3.24,65.5,53.07,,,,53.07,3.24
34043,3.24,65.7,53.07,,,,53.07,3.24
34044,3.24,66.3,53.07,,,,53.07,3.24
34045,3.24,66,53.07,,,,53.06,3.24
34046,3.24,65.7,53.06,,,,53.06,3.24
34047,3.24,66.1,53.06,,,,53.06,3.24
34048,3.24,66.2,53.06,,,,53.06,3.24
34049,3.24,65.8,53.06,,,,53.06,3.24
34050,3.24,65.8,53.06,,,,53.06,3.24
34051,3.24,66.5,53.06,,,,53.06,3.24
34052,3.24,66.3,53.06,,,,53.05,3.24
34053,3.24,66.4,53.05,,,,53.05,3.24
34054,3.24,65.6,53.05,,,,53.05,3.24
34055,3.24,65.5,53.05,,,,53.05,3.24
34056,3.24,66.1,53.05,,,,53.05,3.24
34057,3.24,67,53.05,,,,53.05,3.24
34058,3.24,66.4,53.05,,,,53.05,3.24
34059,3.24,65.9,53.05,,,,53.04,3.24
34060,3.24,65.7,53.04,,,,53.04,3.24
34061,3.24,65.5,53.04,,,,53.04,3.24
34062,3.24,66,53.04,,,,53.04,3.24
34063,3.24,66.4,53.04,,,,53.04,3.24
34064,3.24,66,53.04,,,,53.04,3.24
34065,3.24,66,53.04,,,,53.04,3.24
34066,3.24,65.9,53.04,,,,53.04,3.24
34067,3.24,66.1,53.04,,,,53.03,3.24
34068,3.24,66.1,53.03,,,,53.03,3.24
34069,3.24,65.9,53.03,,,,53.03,3.24
34070,3.24,65.7,53.03,,,,53.03,3.24
34071,3.24,66.2,53.03,,,,53.03,3.24
34072,3.24,66.4,53.03,,,,53.03,3.24
34073,3.24,65.7,53.03,,,,53.03,3.24
34074,3.24,65.6,53.03,,,,53.02,3.24
34075,3.24,65.9,53.02,,,,53.02,3.24
34076,3.24,66,53.02,,,,53.02,3.24
34077,3.24,66,53.02,,,,53.02,3.24
34078,3.24,66.2,53.02,,,,53.02,3.24
34079,3.24,65.6,53.02,,,,53.02,3.24
34080,3.24,65.9,53.02,,,,53.02,3.24
34081,3.24,65.7,53.02,,,,53.01,3.24
34082,3.24,66,53.01,,,,53.01,3.24
34083,3.24,65.9,53.01,,,,53.01,3.24
34084,3.24,66.1,53.01,,,,53.01,3.24
34085,3.24,65.7,53.01,,,,53.01,3.24
34086,3.24,66.3,53.01,,,,53.01,3.24
34087,3.24,65.8,53.01,,,,53.01,3.24
34088,3.24,66.1,53.01,,,,53,3.24
34089,3.24,66.7,53,,,,53,3.24
34090,3.24,65.7,53,,,,53,3.24
34091,3.24,65.9,53,,,,53,3.24
34092,3.24,66.9,53,,,,53,3.24
34093,3.24,66.1,53,,,,53,3.24
34094,3.24,66.1,53,,,,53,3.24
34095,3.24,66,53,,,,53,3.24
34096,3.24,65.7,53,,,,52.99,3.24
34097,3.24,65.4,52.99,,,,52.99,3.24
34098,3.24,66,52.99,,,,52.99,3.24
34099,3.24,66.5,52.99,,,,52.99,3.24
34100,3.24,66.6,52.99,,,,52.99,3.24
34101,3.24,66.1,52.99,,,,52.99,3.24
34102,3.24,65.8,52.99,,,,52.99,3.24
34103,3.24,65.6,52.99,,,,52.98,3.24
34104,3.24,66.1,52.98,,,,52.98,3.24
34105,3.24,66,52.98,,,,52.98,3.24
34106,3.24,65.9,52.98,,,,52.98,3.24
34107,3.24,66.3,52.98,,,,52.98,3.24
34108,3.24,66,52.98,,,,52.98,3.24
34109,3.24,65.9,52.98,,,,52.98,3.24
34110,3.24,66.2,52.98,,,,52.97,3.24
34111,3.24,66.1,52.97,,,,52.97,3.24
34112,3.24,65.9,52.97,,,,52.97,3.24
34113,3.24,66.4,52.97,,,,52.97,3.24
34114,3.24,65.5,52.97,,,,52.97,3.24
34115,3.24,65.8,52.97,,,,52.97,3.24
34116,3.24,66.2,52.97,,,,52.97,3.24
34117,3.24,65.9,52.97,,,,52.96,3.24
34118,3.24,65.9,52.96,,,,52.96,3.24
34119,3.24,66.3,52.96,,,,52.96,3.24
34120,3.24,65.6,52.96,,,,52.96,3.24
34121,3.24,65.7,52.96,,,,52.96,3.24
34122,3.24,66.1,52.96,,,,52.96,3.24
34123,3.24,65.9,52.96,,,,52.96,3.24
34124,3.24,66.3,52.96,,,,52.96,3.24
34125,3.24,66.4,52.96,,,,52.95,3.24
34126,3.24,65.7,52.95,,,,52.95,3.24
34127,3.24,65.6,52.95,,,,52.95,3.24
34128,3.24,65.6,52.95,,,,52.95,3.24
34129,3.24,65.8,52.95,,,,52.95,3.24
34130,3.24,66,52.95,,,,52.95,3.24
34131,3.24,66.4,52.95,,,,52.95,3.24
34132,3.24,65.7,52.95,,,,52.94,3.24
34133,3.24,66.4,52.94,,,,52.94,3.24
34134,3.24,65.9,52.94,,,,52.94,3.24
34135,3.24,66,52.94,,,,52.94,3.24
34136,3.24,66.4,52.94,,,,52.94,3.24
34137,3.24,66.2,52.94,,,,52.94,3.24
34138,3.24,66.1,52.94,,,,52.94,3.24
34139,3.24,65.6,52.94,,,,52.93,3.24
34140,3.24,65.9,52.93,,,,52.93,3.24
34141,3.24,65.4,52.93,,,,52.93,3.24
34142,3.24,66.4,52.93,,,,52.93,3.24
34143,3.24,66.4,52.93,,,,52.93,3.24
34144,3.24,65.5,52.93,,,,52.93,3.24
34145,3.24,66.4,52.93,,,,52.93,3.24
34146,3.24,66.1,52.93,,,,52.92,3.24
34147,3.24,65.4,52.92,,,,52.92,3.24
34148,3.24,66.5,52.92,,,,52.92,3.24
34149,3.24,66.3,52.92,,,,52.92,3.24
34150,3.24,65.7,52.92,,,,52.92,3.24
34151,3.24,66.4,52.92,,,,52.92,3.24
34152,3.24,65.7,52.92,,,,52.92,3.24
34153,3.24,65.8,52.92,,,,52.92,3.24
34154,3.24,66.5,52.92,,,,52.91,3.24
34155,3.24,65.8,52.91,,,,52.91,3.24
34156,3.24,65.8,52.91,,,,52.91,3.24
34157,3.24,65.9,52.91,,,,52.91,3.24
34158,3.24,66.5,52.91,,,,52.91,3.24
34159,3.24,66.1,52.91,,,,52.91,3.24
34160,3.24,66.4,52.91,,,,52.91,3.24
34161,3.24,66.5,52.91,,,,52.9,3.24
34162,3.24,65.9,52.9,,,,52.9,3.24
34163,3.24,66.2,52.9,,,,52.9,3.24
34164,3.24,65.8,52.9,,,,52.9,3.24
34165,3.24,65.9,52.9,,,,52.9,3.24
34166,3.24,65.8,52.9,,,,52.9,3.24
34167,3.24,66.3,52.9,,,,52.9,3.24
34168,3.24,66,52.9,,,,52.89,3.24
34169,3.24,65.9,52.89,,,,52.89,3.24
34170,3.24,66.1,52.89,,,,52.89,3.24
34171,3.24,65.9,52.89,,,,52.89,3.24
34172,3.24,65.9,52.89,,,,52.89,3.24
34173,3.24,66.1,52.89,,,,52.89,3.24
34174,3.24,65.9,52.89,,,,52.89,3.24
34175,3.24,65.7,52.89,,,,52.88,3.24
34176,3.24,66,52.88,,,,52.88,3.24
34177,3.24,65.9,52.88,,,,52.88,3.24
34178,3.24,66,52.88,,,,52.88,3.24
34179,3.24,65.8,52.88,,,,52.88,3.24
34180,3.24,65.9,52.88,,,,52.88,3.24
34181,3.24,65.5,52.88,,,,52.88,3.24
34182,3.24,66.1,52.88,,,,52.88,3.24
34183,3.24,66.2,52.88,,,,52.87,3.24
34184,3.24,66.1,52.87,,,,52.87,3.24
34185,3.24,66.2,52.87,,,,52.87,3.24
34186,3.24,65.8,52.87,,,,52.87,3.24
34187,3.24,66.1,52.87,,,,52.87,3.24
34188,3.24,66,52.87,,,,52.87,3.24
34189,3.24,65.9,52.87,,,,52.87,3.24
34190,3.24,66,52.87,,,,52.86,3.24
34191,3.24,66.2,52.86,,,,52.86,3.24
34192,3.24,65.5,52.86,,,,52.86,3.24
34193,3.24,65.6,52.86,,,,52.86,3.24
34194,3.24,66.1,52.86,,,,52.86,3.24
34195,3.24,65.8,52.86,,,,52.86,3.24
34196,3.24,65.6,52.86,,,,52.86,3.24
34197,3.24,66.3,52.86,,,,52.85,3.24
34198,3.24,65.9,52.85,,,,52.85,3.24
34199,3.24,65.9,52.85,,,,52.85,3.24
34200,3.24,66.1,52.85,,,,52.85,3.24
34201,3.24,65.9,52.85,,,,52.85,3.24
34202,3.24,65.6,52.85,,,,52.85,3.24
34203,3.24,65.6,52.85,,,,52.85,3.24
34204,3.24,66.4,52.85,,,,52.84,3.24
34205,3.24,65.8,52.84,,,,52.84,3.24
34206,3.24,66,52.84,,,,52.84,3.24
34207,3.24,66.1,52.84,,,,52.84,3.24
34208,3.24,65.9,52.84,,,,52.84,3.24
34209,3.24,66.1,52.84,,,,52.84,3.24
34210,3.24,66.4,52.84,,,,52.84,3.24
34211,3.24,65.8,52.84,,,,52.84,3.24
34212,3.24,66.1,52.84,,,,52.83,3.24
34213,3.24,65.9,52.83,,,,52.83,3.24
34214,3.24,65.7,52.83,,,,52.83,3.24
34215,3.24,66.7,52.83,,,,52.83,3.24
34216,3.24,66.4,52.83,,,,52.83,3.24
34217,3.24,66.2,52.83,,,,52.83,3.24
34218,3.24,66,52.83,,,,52.83,3.24
34219,3.24,65.8,52.83,,,,52.82,3.24
34220,3.24,65.8,52.82,,,,52.82,3.24
34221,3.24,66.6,52.82,,,,52.82,3.24
34222,3.24,65.8,52.82,,,,52.82,3.24
34223,3.24,66.3,52.82,,,,52.82,3.24
34224,3.24,65.8,52.82,,,,52.82,3.24
34225,3.24,65.9,52.82,,,,52.82,3.24
34226,3.24,66.1,52.82,,,,52.81,3.24
34227,3.24,66.4,52.81,,,,52.81,3.24
34228,3.24,66.2,52.81,,,,52.81,3.24
34229,3.24,65.6,52.81,,,,52.81,3.24
34230,3.24,66.4,52.81,,,,52.81,3.24
34231,3.24,66.1,52.81,,,,52.81,3.24
34232,3.24,65.7,52.81,,,,52.81,3.24
34233,3.24,66.2,52.81,,,,52.8,3.24
34234,3.24,66.1,52.8,,,,52.8,3.24
34235,3.24,65.8,52.8,,,,52.8,3.24
34236,3.23,65.9,52.8,,,,52.8,3.23
34237,3.24,65.9,52.8,,,,52.8,3.24
34238,3.24,65.3,52.8,,,,52.8,3.24
34239,3.24,66.4,52.8,,,,52.8,3.24
34240,3.24,66,52.8,,,,52.8,3.24
34241,3.24,66,52.8,,,,52.79,3.24
34242,3.24,66,52.79,,,,52.79,3.24
34243,3.24,66,52.79,,,,52.79,3.24
34244,3.24,65.8,52.79,,,,52.79,3.24
34245,3.24,66.1,52.79,,,,52.79,3.24
34246,3.24,65.6,52.79,,,,52.79,3.24
34247,3.24,65.7,52.79,,,,52.79,3.24
34248,3.24,66.3,52.79,,,,52.78,3.24
34249,3.24,65.9,52.78,,,,52.78,3.24
34250,3.24,66.2,52.78,,,,52.78,3.24
34251,3.24,66.1,52.78,,,,52.78,3.24
34252,3.24,65.9,52.78,,,,52.78,3.24
34253,3.24,66.1,52.78,,,,52.78,3.24
34254,3.24,66.1,52.78,,,,52.78,3.24
34255,3.24,65.9,52.78,,,,52.77,3.24
34256,3.24,66.1,52.77,,,,52.77,3.24
34257,3.24,65.9,52.77,,,,52.77,3.24
34258,3.24,66,52.77,,,,52.77,3.24
34259,3.24,65.9,52.77,,,,52.77,3.24
34260,3.24,65.9,52.77,,,,52.77,3.24
34261,3.24,66.3,52.77,,,,52.77,3.24
34262,3.24,65.8,52.77,,,,52.76,3.24
34263,3.24,66.1,52.76,,,,52.76,3.24
34264,3.24,66.9,52.76,,,,52.76,3.24
34265,3.24,66,52.76,,,,52.76,3.24
34266,3.24,66.2,52.76,,,,52.76,3.24
34267,3.24,65.5,52.76,,,,52.76,3.24
34268,3.24,66.3,52.76,,,,52.76,3.24
34269,3.24,66.1,52.76,,,,52.76,3.24
34270,3.24,66.2,52.76,,,,52.75,3.24
34271,3.24,66.6,52.75,,,,52.75,3.24
34272,3.24,65.5,52.75,,,,52.75,3.24
34273,3.24,66.4,52.75,,,,52.75,3.24
34274,3.24,65.9,52.75,,,,52.75,3.24
34275,3.24,65.8,52.75,,,,52.75,3.24
34276,3.24,65.9,52.75,,,,52.75,3.24
34277,3.24,65.6,52.75,,,,52.74,3.24
34278,3.24,65.8,52.74,,,,52.74,3.24
34279,3.24,66.2,52.74,,,,52.74,3.24
34280,3.24,66.1,52.74,,,,52.74,3.24
34281,3.24,66,52.74,,,,52.74,3.24
34282,3.24,66,52.74,,,,52.74,3.24
34283,3.24,66,52.74,,,,52.74,3.24
34284,3.24,65.4,52.74,,,,52.73,3.24
34285,3.24,66.1,52.73,,,,52.73,3.24
34286,3.24,65.7,52.73,,,,52.73,3.24
34287,3.24,66.3,52.73,,,,52.73,3.24
34288,3.24,66,52.73,,,,52.73,3.24
34289,3.24,65.6,52.73,,,,52.73,3.24
34290,3.24,66,52.73,,,,52.73,3.24
34291,3.24,65.5,52.73,,,,52.72,3.24
34292,3.24,65.9,52.72,,,,52.72,3.24
34293,3.24,66.2,52.72,,,,52.72,3.24
34294,3.24,65.6,52.72,,,,52.72,3.24
34295,3.24,66,52.72,,,,52.72,3.24
34296,3.24,66.1,52.72,,,,52.72,3.24
34297,3.24,66.1,52.72,,,,52.72,3.24
34298,3.24,66,52.72,,,,52.72,3.24
34299,3.24,66,52.72,,,,52.71,3.24
34300,3.24,66.1,52.71,,,,52.71,3.24
34301,3.24,65.2,52.71,,,,52.71,3.24
34302,3.24,66.4,52.71,,,,52.71,3.24
34303,3.24,66,52.71,,,,52.71,3.24
34304,3.24,66.1,52.71,,,,52.71,3.24
34305,3.24,66.4,52.71,,,,52.71,3.24
34306,3.24,66.1,52.71,,,,52.7,3.24
34307,3.24,66.2,52.7,,,,52.7,3.24
34308,3.24,65.9,52.7,,,,52.7,3.24
34309,3.24,66,52.7,,,,52.7,3.24
34310,3.24,65.8,52.7,,,,52.7,3.24
34311,3.24,66.5,52.7,,,,52.7,3.24
34312,3.24,66,52.7,,,,52.7,3.24
34313,3.24,65.6,52.7,,,,52.69,3.24
34314,3.24,66,52.69,,,,52.69,3.24
34315,3.24,65.6,52.69,,,,52.69,3.24
34316,3.24,66.1,52.69,,,,52.69,3.24
34317,3.24,66.1,52.69,,,,52.69,3.24
34318,3.24,66.2,52.69,,,,52.69,3.24
34319,3.24,66.1,52.69,,,,52.69,3.24
34320,3.24,66.2,52.69,,,,52.68,3.24
34321,3.24,65.9,52.68,,,,52.68,3.24
34322,3.24,66.6,52.68,,,,52.68,3.24
34323,3.24,65.4,52.68,,,,52.68,3.24
34324,3.24,66.3,52.68,,,,52.68,3.24
34325,3.24,65.9,52.68,,,,52.68,3.24
34326,3.24,66,52.68,,,,52.68,3.24
34327,3.24,66.4,52.68,,,,52.68,3.24
34328,3.24,65.8,52.68,,,,52.67,3.24
34329,3.24,66.8,52.67,,,,52.67,3.24
34330,3.24,65.9,52.67,,,,52.67,3.24
34331,3.23,65.7,52.67,,,,52.67,3.23
34332,3.24,66,52.67,,,,52.67,3.24
34333,3.24,65.9,52.67,,,,52.67,3.24
34334,3.24,65.9,52.67,,,,52.67,3.24
34335,3.24,65.8,52.67,,,,52.66,3.24
34336,3.24,65.8,52.66,,,,52.66,3.24
34337,3.24,66.4,52.66,,,,52.66,3.24
34338,3.24,66.5,52.66,,,,52.66,3.24
34339,3.24,66.2,52.66,,,,52.66,3.24
34340,3.24,65.9,52.66,,,,52.66,3.24
34341,3.24,65.9,52.66,,,,52.66,3.24
34342,3.24,65.7,52.66,,,,52.65,3.24
34343,3.24,66,52.65,,,,52.65,3.24
34344,3.24,66.4,52.65,,,,52.65,3.24
34345,3.24,66,52.65,,,,52.65,3.24
34346,3.24,66.2,52.65,,,,52.65,3.24
34347,3.24,65.8,52.65,,,,52.65,3.24
34348,3.24,66.1,52.65,,,,52.65,3.24
34349,3.24,66,52.65,,,,52.65,3.24
34350,3.24,65.7,52.65,,,,52.64,3.24
34351,3.24,66.6,52.64,,,,52.64,3.24
34352,3.24,66,52.64,,,,52.64,3.24
34353,3.24,66.2,52.64,,,,52.64,3.24
34354,3.24,66,52.64,,,,52.64,3.24
34355,3.24,66.1,52.64,,,,52.64,3.24
34356,3.24,66.5,52.64,,,,52.64,3.24
34357,3.24,65.8,52.64,,,,52.63,3.24
34358,3.24,66.2,52.63,,,,52.63,3.24
34359,3.24,66.1,52.63,,,,52.63,3.24
34360,3.24,65.7,52.63,,,,52.63,3.24
34361,3.24,66.7,52.63,,,,52.63,3.24
34362,3.24,66,52.63,,,,52.63,3.24
34363,3.24,66.6,52.63,,,,52.63,3.24
34364,3.24,66,52.63,,,,52.62,3.24
34365,3.24,65.7,52.62,,,,52.62,3.24
34366,3.24,66.7,52.62,,,,52.62,3.24
34367,3.24,65.6,52.62,,,,52.62,3.24
34368,3.24,66.1,52.62,,,,52.62,3.24
34369,3.24,65.9,52.62,,,,52.62,3.24
34370,3.24,66.3,52.62,,,,52.62,3.24
34371,3.24,66.1,52.62,,,,52.61,3.24
34372,3.24,65.6,52.61,,,,52.61,3.24
34373,3.24,66.2,52.61,,,,52.61,3.24
34374,3.24,66.2,52.61,,,,52.61,3.24
34375,3.24,65.6,52.61,,,,52.61,3.24
34376,3.24,66.3,52.61,,,,52.61,3.24
34377,3.24,66.1,52.61,,,,52.61,3.24
34378,3.24,66,52.61,,,,52.61,3.24
34379,3.24,65.8,52.61,,,,52.6,3.24
34380,3.24,65.7,52.6,,,,52.6,3.24
34381,3.24,66.6,52.6,,,,52.6,3.24
34382,3.24,65.7,52.6,,,,52.6,3.24
34383,3.24,65.8,52.6,,,,52.6,3.24
34384,3.24,66.3,52.6,,,,52.6,3.24
34385,3.24,66,52.6,,,,52.6,3.24
34386,3.24,66,52.6,,,,52.59,3.24
34387,3.24,66.1,52.59,,,,52.59,3.24
34388,3.24,65.6,52.59,,,,52.59,3.24
34389,3.24,66.3,52.59,,,,52.59,3.24
34390,3.24,65.7,52.59,,,,52.59,3.24
34391,3.24,65.9,52.59,,,,52.59,3.24
34392,3.24,66.7,52.59,,,,52.59,3.24
34393,3.24,65.8,52.59,,,,52.58,3.24
34394,3.24,66,52.58,,,,52.58,3.24
34395,3.24,66.2,52.58,,,,52.58,3.24
34396,3.24,65.8,52.58,,,,52.58,3.24
34397,3.24,66.6,52.58,,,,52.58,3.24
34398,3.24,65.5,52.58,,,,52.58,3.24
34399,3.24,65.7,52.58,,,,52.58,3.24
34400,3.24,66.4,52.58,,,,52.57,3.24
34401,3.24,66.1,52.57,,,,52.57,3.24
34402,3.24,66.3,52.57,,,,52.57,3.24
34403,3.24,66.2,52.57,,,,52.57,3.24
34404,3.24,65.8,52.57,,,,52.57,3.24
34405,3.24,66,52.57,,,,52.57,3.24
34406,3.24,65.8,52.57,,,,52.57,3.24
34407,3.24,65.7,52.57,,,,52.57,3.24
34408,3.24,65.8,52.57,,,,52.56,3.24
34409,3.24,65.8,52.56,,,,52.56,3.24
34410,3.24,66.4,52.56,,,,52.56,3.24
34411,3.24,66.6,52.56,,,,52.56,3.24
34412,3.24,66.3,52.56,,,,52.56,3.24
34413,3.24,66.2,52.56,,,,52.56,3.24
34414,3.24,65.6,52.56,,,,52.56,3.24
34415,3.24,65.7,52.56,,,,52.55,3.24
34416,3.24,66.5,52.55,,,,52.55,3.24
34417,3.24,65.9,52.55,,,,52.55,3.24
34418,3.24,66,52.55,,,,52.55,3.24
34419,3.24,66.2,52.55,,,,52.55,3.24
34420,3.24,65.7,52.55,,,,52.55,3.24
34421,3.24,65.8,52.55,,,,52.55,3.24
34422,3.24,65.8,52.55,,,,52.54,3.24
34423,3.24,66,52.54,,,,52.54,3.24
34424,3.24,66.2,52.54,,,,52.54,3.24
34425,3.24,66.3,52.54,,,,52.54,3.24
34426,3.24,65.7,52.54,,,,52.54,3.24
34427,3.24,66.4,52.54,,,,52.54,3.24
34428,3.24,65.8,52.54,,,,52.54,3.24
34429,3.24,65.7,52.54,,,,52.53,3.24
34430,3.24,66.4,52.53,,,,52.53,3.24
34431,3.24,65.4,52.53,,,,52.53,3.24
34432,3.24,66,52.53,,,,52.53,3.24
34433,3.24,65.9,52.53,,,,52.53,3.24
34434,3.24,66.2,52.53,,,,52.53,3.24
34435,3.24,66.1,52.53,,,,52.53,3.24
34436,3.24,65.5,52.53,,,,52.53,3.24
34437,3.24,65.9,52.53,,,,52.52,3.24
34438,3.24,66.5,52.52,,,,52.52,3.24
34439,3.24,65.5,52.52,,,,52.52,3.24
34440,3.24,65.9,52.52,,,,52.52,3.24
34441,3.24,66.4,52.52,,,,52.52,3.24
34442,3.24,65.7,52.52,,,,52.52,3.24
34443,3.24,65.7,52.52,,,,52.52,3.24
34444,3.24,65.9,52.52,,,,52.51,3.24
34445,3.24,65.6,52.51,,,,52.51,3.24
34446,3.24,66.5,52.51,,,,52.51,3.24
34447,3.24,66.2,52.51,,,,52.51,3.24
34448,3.24,65.7,52.51,,,,52.51,3.24
34449,3.24,66,52.51,,,,52.51,3.24
34450,3.24,65.9,52.51,,,,52.51,3.24
34451,3.24,65.6,52.51,,,,52.5,3.24
34452,3.24,66.6,52.5,,,,52.5,3.24
34453,3.24,65.9,52.5,,,,52.5,3.24
34454,3.24,66.2,52.5,,,,52.5,3.24
34455,3.24,66,52.5,,,,52.5,3.24
34456,3.24,66.3,52.5,,,,52.5,3.24
34457,3.24,65.4,52.5,,,,52.5,3.24
34458,3.24,66.4,52.5,,,,52.49,3.24
34459,3.24,66.1,52.49,,,,52.49,3.24
34460,3.24,66.1,52.49,,,,52.49,3.24
34461,3.24,66.5,52.49,,,,52.49,3.24
34462,3.24,65.4,52.49,,,,52.49,3.24
34463,3.24,66,52.49,,,,52.49,3.24
34464,3.24,67,52.49,,,,52.49,3.24
34465,3.24,66,52.49,,,,52.49,3.24
34466,3.24,65.9,52.49,,,,52.48,3.24
34467,3.24,66,52.48,,,,52.48,3.24
34468,3.24,65.5,52.48,,,,52.48,3.24
34469,3.24,65.7,52.48,,,,52.48,3.24
34470,3.24,66.1,52.48,,,,52.48,3.24
34471,3.24,66.3,52.48,,,,52.48,3.24
34472,3.24,66,52.48,,,,52.48,3.24
34473,3.24,66.4,52.48,,,,52.47,3.24
34474,3.24,66,52.47,,,,52.47,3.24
34475,3.24,65.8,52.47,,,,52.47,3.24
34476,3.24,66,52.47,,,,52.47,3.24
34477,3.24,65.5,52.47,,,,52.47,3.24
34478,3.24,66.1,52.47,,,,52.47,3.24
34479,3.24,66.3,52.47,,,,52.47,3.24
34480,3.24,65.7,52.47,,,,52.46,3.24
34481,3.24,66.1,52.46,,,,52.46,3.24
34482,3.24,66.3,52.46,,,,52.46,3.24
34483,3.24,65.9,52.46,,,,52.46,3.24
34484,3.24,67.1,52.46,,,,52.46,3.24
34485,3.24,65.9,52.46,,,,52.46,3.24
