1,3.84,Current,Percentage,,,,100,3.84
563,3.3,65,99.23,,,,99.23,3.3
564,3.3,65.2,99.23,,,,99.22,3.3
565,3.3,65.1,99.22,,,,99.22,3.3
566,3.3,64.9,99.22,,,,99.22,3.3
567,3.3,64.7,99.22,,,,99.22,3.3
568,3.3,65,99.22,,,,99.22,3.3
569,3.3,64.7,99.22,,,,99.22,3.3
570,3.3,64.8,99.22,,,,99.22,3.3
571,3.3,64.6,99.22,,,,99.21,3.3
572,3.3,64.5,99.21,,,,99.21,3.3
573,3.3,64.8,99.21,,,,99.21,3.3
574,3.3,65.2,99.21,,,,99.21,3.3
575,3.3,65.2,99.21,,,,99.21,3.3
576,3.3,64.5,99.21,,,,99.21,3.3
577,3.3,64.7,99.21,,,,99.21,3.3
578,3.3,64.8,99.21,,,,99.2,3.3
579,3.3,64.7,99.2,,,,99.2,3.3
580,3.3,64.7,99.2,,,,99.2,3.3
581,3.3,64.9,99.2,,,,99.2,3.3
582,3.3,64.8,99.2,,,,99.2,3.3
583,3.3,64.7,99.2,,,,99.2,3.3
584,3.3,64.7,99.2,,,,99.2,3.3
585,3.3,65,99.2,,,,99.19,3.3
586,3.3,64.7,99.19,,,,99.19,3.3
587,3.3,64.9,99.19,,,,99.19,3.3
588,3.3,64.8,99.19,,,,99.19,3.3
589,3.3,64.9,99.19,,,,99.19,3.3
590,3.3,65,99.19,,,,99.19,3.3
591,3.3,64.9,99.19,,,,99.19,3.3
592,3.3,64.8,99.19,,,,99.19,3.3
593,3.3,64.6,99.19,,,,99.18,3.3
594,3.3,65.1,99.18,,,,99.18,3.3
595,3.3,64.7,99.18,,,,99.18,3.3
596,3.3,64.8,99.18,,,,99.18,3.3
597,3.3,65.1,99.18,,,,99.18,3.3
598,3.3,64.7,99.18,,,,99.18,3.3
599,3.3,65,99.18,,,,99.18,3.3
600,3.3,65.1,99.18,,,,99.17,3.3
601,3.3,65.1,99.17,,,,99.17,3.3
602,3.3,65.1,99.17,,,,99.17,3.3
603,3.3,65,99.17,,,,99.17,3.3
604,3.3,64.8,99.17,,,,99.17,3.3
605,3.3,64.6,99.17,,,,99.17,3.3
606,3.29,64.7,99.17,,,,99.17,3.29
607,3.3,64.7,99.17,,,,99.16,3.3
608,3.29,65.1,99.16,,,,99.16,3.29
609,3.29,64.9,99.16,,,,99.16,3.29
610,3.29,64.8,99.16,,,,99.16,3.29
611,3.3,65,99.16,,,,99.16,3.3
612,3.29,64.7,99.16,,,,99.16,3.29
613,3.29,65,99.16,,,,99.16,3.29
614,3.29,64.8,99.16,,,,99.15,3.29
615,3.3,64.9,99.15,,,,99.15,3.3
616,3.29,65,99.15,,,,99.15,3.29
617,3.29,64.7,99.15,,,,99.15,3.29
618,3.29,65.1,99.15,,,,99.15,3.29
619,3.29,64.8,99.15,,,,99.15,3.29
620,3.29,64.6,99.15,,,,99.15,3.29
621,3.29,64.8,99.15,,,,99.15,3.29
622,3.29,64.7,99.15,,,,99.14,3.29
623,3.29,65,99.14,,,,99.14,3.29
624,3.29,64.8,99.14,,,,99.14,3.29
625,3.29,65,99.14,,,,99.14,3.29
626,3.29,64.5,99.14,,,,99.14,3.29
627,3.29,65,99.14,,,,99.14,3.29
628,3.29,65,99.14,,,,99.14,3.29
629,3.29,64.8,99.14,,,,99.13,3.29
630,3.29,64.9,99.13,,,,99.13,3.29
631,3.29,64.8,99.13,,,,99.13,3.29
632,3.29,64.5,99.13,,,,99.13,3.29
633,3.29,64.6,99.13,,,,99.13,3.29
634,3.29,65.1,99.13,,,,99.13,3.29
635,3.29,65.1,99.13,,,,99.13,3.29
636,3.29,64.5,99.13,,,,99.12,3.29
637,3.29,64.8,99.12,,,,99.12,3.29
638,3.29,65.2,99.12,,,,99.12,3.29
639,3.29,64.8,99.12,,,,99.12,3.29
640,3.29,65,99.12,,,,99.12,3.29
641,3.29,64.5,99.12,,,,99.12,3.29
642,3.29,64.8,99.12,,,,99.12,3.29
643,3.29,64.9,99.12,,,,99.11,3.29
644,3.29,64.7,99.11,,,,99.11,3.29
645,3.29,64.8,99.11,,,,99.11,3.29
646,3.29,64.8,99.11,,,,99.11,3.29
647,3.29,65.1,99.11,,,,99.11,3.29
648,3.29,64.8,99.11,,,,99.11,3.29
649,3.29,64.9,99.11,,,,99.11,3.29
650,3.29,65.1,99.11,,,,99.11,3.29
651,3.29,64.8,99.11,,,,99.1,3.29
652,3.29,65.1,99.1,,,,99.1,3.29
653,3.29,64.8,99.1,,,,99.1,3.29
654,3.29,64.8,99.1,,,,99.1,3.29
655,3.29,64.9,99.1,,,,99.1,3.29
656,3.29,64.8,99.1,,,,99.1,3.29
657,3.29,64.6,99.1,,,,99.1,3.29
658,3.29,64.8,99.1,,,,99.09,3.29
659,3.29,65.2,99.09,,,,99.09,3.29
660,3.29,64.8,99.09,,,,99.09,3.29
661,3.29,64.6,99.09,,,,99.09,3.29
662,3.29,65.1,99.09,,,,99.09,3.29
663,3.29,64.9,99.09,,,,99.09,3.29
664,3.29,64.9,99.09,,,,99.09,3.29
665,3.29,64.6,99.09,,,,99.08,3.29
666,3.29,64.5,99.08,,,,99.08,3.29
667,3.29,64.7,99.08,,,,99.08,3.29
668,3.29,64.8,99.08,,,,99.08,3.29
669,3.29,64.8,99.08,,,,99.08,3.29
670,3.29,64.8,99.08,,,,99.08,3.29
671,3.29,65.1,99.08,,,,99.08,3.29
672,3.29,65.1,99.08,,,,99.07,3.29
673,3.29,64.8,99.07,,,,99.07,3.29
674,3.29,64.7,99.07,,,,99.07,3.29
675,3.29,65.1,99.07,,,,99.07,3.29
676,3.29,65,99.07,,,,99.07,3.29
677,3.29,65,99.07,,,,99.07,3.29
678,3.29,64.9,99.07,,,,99.07,3.29
679,3.29,65.2,99.07,,,,99.07,3.29
680,3.29,64.7,99.07,,,,99.06,3.29
681,3.29,65.1,99.06,,,,99.06,3.29
682,3.29,64.9,99.06,,,,99.06,3.29
683,3.29,64.7,99.06,,,,99.06,3.29
684,3.29,64.8,99.06,,,,99.06,3.29
685,3.29,64.3,99.06,,,,99.06,3.29
686,3.29,64.8,99.06,,,,99.06,3.29
687,3.29,64.8,99.06,,,,99.05,3.29
688,3.29,64.7,99.05,,,,99.05,3.29
689,3.29,64.8,99.05,,,,99.05,3.29
690,3.29,64.8,99.05,,,,99.05,3.29
691,3.29,64.9,99.05,,,,99.05,3.29
692,3.29,64.6,99.05,,,,99.05,3.29
693,3.29,64.9,99.05,,,,99.05,3.29
694,3.29,65.1,99.05,,,,99.04,3.29
695,3.29,64.9,99.04,,,,99.04,3.29
696,3.29,65,99.04,,,,99.04,3.29
697,3.29,64.7,99.04,,,,99.04,3.29
698,3.29,64.9,99.04,,,,99.04,3.29
699,3.29,64.6,99.04,,,,99.04,3.29
700,3.29,64.6,99.04,,,,99.04,3.29
701,3.29,65.2,99.04,,,,99.03,3.29
702,3.29,64.7,99.03,,,,99.03,3.29
703,3.29,65.1,99.03,,,,99.03,3.29
704,3.29,65,99.03,,,,99.03,3.29
705,3.28,64.6,99.03,,,,99.03,3.28
706,3.29,65.1,99.03,,,,99.03,3.29
707,3.29,64.6,99.03,,,,99.03,3.29
708,3.29,64.8,99.03,,,,99.03,3.29
709,3.29,64.6,99.03,,,,99.02,3.29
710,3.29,64.9,99.02,,,,99.02,3.29
711,3.28,64.9,99.02,,,,99.02,3.28
712,3.29,64.7,99.02,,,,99.02,3.29
713,3.29,64.8,99.02,,,,99.02,3.29
714,3.28,64.9,99.02,,,,99.02,3.28
715,3.29,64.8,99.02,,,,99.02,3.29
716,3.28,65.1,99.02,,,,99.01,3.28
717,3.29,64.5,99.01,,,,99.01,3.29
718,3.29,64.9,99.01,,,,99.01,3.29
719,3.28,64.6,99.01,,,,99.01,3.28
720,3.29,64.6,99.01,,,,99.01,3.29
721,3.29,65.1,99.01,,,,99.01,3.29
722,3.28,64.7,99.01,,,,99.01,3.28
723,3.28,64.7,99.01,,,,99,3.28
724,3.28,64.9,99,,,,99,3.28
725,3.28,64.9,99,,,,99,3.28
726,3.28,65.1,99,,,,99,3.28
727,3.28,64.5,99,,,,99,3.28
728,3.28,65.3,99,,,,99,3.28
729,3.28,64.6,99,,,,99,3.28
730,3.28,64.7,99,,,,98.99,3.28
731,3.29,64.6,98.99,,,,98.99,3.29
732,3.28,64.7,98.99,,,,98.99,3.28
733,3.29,65.2,98.99,,,,98.99,3.29
734,3.28,65.1,98.99,,,,98.99,3.28
735,3.28,64.8,98.99,,,,98.99,3.28
736,3.28,65.1,98.99,,,,98.99,3.28
737,3.28,64.7,98.99,,,,98.99,3.28
738,3.28,64.7,98.99,,,,98.98,3.28
739,3.28,64.8,98.98,,,,98.98,3.28
740,3.28,64.6,98.98,,,,98.98,3.28
741,3.28,64.7,98.98,,,,98.98,3.28
742,3.28,65,98.98,,,,98.98,3.28
743,3.28,64.9,98.98,,,,98.98,3.28
744,3.28,64.6,98.98,,,,98.98,3.28
745,3.28,64.6,98.98,,,,98.97,3.28
746,3.28,64.9,98.97,,,,98.97,3.28
747,3.28,64.7,98.97,,,,98.97,3.28
748,3.28,64.9,98.97,,,,98.97,3.28
749,3.28,64.9,98.97,,,,98.97,3.28
750,3.28,64.7,98.97,,,,98.97,3.28
751,3.28,65,98.97,,,,98.97,3.28
752,3.28,64.9,98.97,,,,98.96,3.28
753,3.28,64.7,98.96,,,,98.96,3.28
754,3.28,64.7,98.96,,,,98.96,3.28
755,3.28,64.7,98.96,,,,98.96,3.28
756,3.28,64.9,98.96,,,,98.96,3.28
757,3.28,64.7,98.96,,,,98.96,3.28
758,3.28,65.1,98.96,,,,98.96,3.28
759,3.28,64.5,98.96,,,,98.95,3.28
760,3.28,64.9,98.95,,,,98.95,3.28
761,3.28,65,98.95,,,,98.95,3.28
762,3.28,64.7,98.95,,,,98.95,3.28
763,3.28,64.9,98.95,,,,98.95,3.28
764,3.28,65.1,98.95,,,,98.95,3.28
765,3.28,65,98.95,,,,98.95,3.28
766,3.28,64.9,98.95,,,,98.95,3.28
767,3.28,64.8,98.95,,,,98.94,3.28
768,3.28,65.1,98.94,,,,98.94,3.28
769,3.28,64.8,98.94,,,,98.94,3.28
770,3.28,64.6,98.94,,,,98.94,3.28
771,3.28,64.9,98.94,,,,98.94,3.28
772,3.28,65.1,98.94,,,,98.94,3.28
773,3.28,64.7,98.94,,,,98.94,3.28
774,3.28,64.9,98.94,,,,98.93,3.28
775,3.28,64.9,98.93,,,,98.93,3.28
776,3.28,64.6,98.93,,,,98.93,3.28
777,3.28,64.9,98.93,,,,98.93,3.28
778,3.28,64.8,98.93,,,,98.93,3.28
779,3.28,64.7,98.93,,,,98.93,3.28
780,3.28,64.5,98.93,,,,98.93,3.28
781,3.28,65.2,98.93,,,,98.92,3.28
782,3.28,64.7,98.92,,,,98.92,3.28
783,3.28,64.8,98.92,,,,98.92,3.28
784,3.28,64.9,98.92,,,,98.92,3.28
785,3.28,65,98.92,,,,98.92,3.28
786,3.28,64.8,98.92,,,,98.92,3.28
787,3.28,65,98.92,,,,98.92,3.28
788,3.28,64.9,98.92,,,,98.91,3.28
789,3.28,64.9,98.91,,,,98.91,3.28
790,3.28,65.1,98.91,,,,98.91,3.28
791,3.28,64.5,98.91,,,,98.91,3.28
792,3.28,64.8,98.91,,,,98.91,3.28
793,3.28,64.7,98.91,,,,98.91,3.28
794,3.28,65.1,98.91,,,,98.91,3.28
795,3.28,64.9,98.91,,,,98.91,3.28
796,3.28,64.9,98.91,,,,98.9,3.28
797,3.28,64.9,98.9,,,,98.9,3.28
798,3.28,64.9,98.9,,,,98.9,3.28
799,3.28,64.7,98.9,,,,98.9,3.28
800,3.28,64.8,98.9,,,,98.9,3.28
801,3.28,64.8,98.9,,,,98.9,3.28
802,3.28,64.9,98.9,,,,98.9,3.28
803,3.28,64.7,98.9,,,,98.89,3.28
804,3.28,64.5,98.89,,,,98.89,3.28
805,3.28,64.8,98.89,,,,98.89,3.28
806,3.28,64.7,98.89,,,,98.89,3.28
807,3.28,64.8,98.89,,,,98.89,3.28
808,3.28,65.1,98.89,,,,98.89,3.28
809,3.28,64.7,98.89,,,,98.89,3.28
810,3.28,64.9,98.89,,,,98.88,3.28
811,3.28,64.7,98.88,,,,98.88,3.28
812,3.28,64.7,98.88,,,,98.88,3.28
813,3.28,64.9,98.88,,,,98.88,3.28
814,3.28,64.6,98.88,,,,98.88,3.28
815,3.28,64.6,98.88,,,,98.88,3.28
816,3.28,64.6,98.88,,,,98.88,3.28
817,3.28,65.2,98.88,,,,98.87,3.28
818,3.28,65,98.87,,,,98.87,3.28
819,3.28,64.7,98.87,,,,98.87,3.28
820,3.28,65.4,98.87,,,,98.87,3.28
821,3.28,64.7,98.87,,,,98.87,3.28
822,3.28,64.9,98.87,,,,98.87,3.28
823,3.28,64.8,98.87,,,,98.87,3.28
824,3.28,64.8,98.87,,,,98.87,3.28
825,3.28,64.8,98.87,,,,98.86,3.28
826,3.28,64.6,98.86,,,,98.86,3.28
827,3.28,64.7,98.86,,,,98.86,3.28
828,3.28,65.1,98.86,,,,98.86,3.28
829,3.28,64.9,98.86,,,,98.86,3.28
830,3.28,64.8,98.86,,,,98.86,3.28
831,3.28,64.9,98.86,,,,98.86,3.28
832,3.28,65.2,98.86,,,,98.85,3.28
833,3.28,64.6,98.85,,,,98.85,3.28
834,3.28,64.9,98.85,,,,98.85,3.28
835,3.28,64.6,98.85,,,,98.85,3.28
836,3.28,64.7,98.85,,,,98.85,3.28
837,3.28,64.8,98.85,,,,98.85,3.28
838,3.28,64.7,98.85,,,,98.85,3.28
839,3.28,65.1,98.85,,,,98.84,3.28
840,3.28,64.8,98.84,,,,98.84,3.28
841,3.28,65.1,98.84,,,,98.84,3.28
842,3.28,64.9,98.84,,,,98.84,3.28
843,3.28,65,98.84,,,,98.84,3.28
844,3.28,65.1,98.84,,,,98.84,3.28
845,3.28,64.7,98.84,,,,98.84,3.28
846,3.28,64.8,98.84,,,,98.84,3.28
847,3.28,65.1,98.84,,,,98.83,3.28
848,3.28,64.6,98.83,,,,98.83,3.28
849,3.28,64.8,98.83,,,,98.83,3.28
850,3.28,65,98.83,,,,98.83,3.28
851,3.28,65.2,98.83,,,,98.83,3.28
852,3.28,64.7,98.83,,,,98.83,3.28
853,3.28,64.9,98.83,,,,98.83,3.28
854,3.28,65.1,98.83,,,,98.82,3.28
855,3.28,64.7,98.82,,,,98.82,3.28
856,3.28,65,98.82,,,,98.82,3.28
857,3.28,64.7,98.82,,,,98.82,3.28
858,3.28,64.4,98.82,,,,98.82,3.28
859,3.28,65,98.82,,,,98.82,3.28
860,3.28,64.7,98.82,,,,98.82,3.28
861,3.28,65,98.82,,,,98.81,3.28
862,3.28,64.8,98.81,,,,98.81,3.28
863,3.28,64.9,98.81,,,,98.81,3.28
864,3.28,64.9,98.81,,,,98.81,3.28
865,3.28,64.9,98.81,,,,98.81,3.28
866,3.28,64.8,98.81,,,,98.81,3.28
867,3.28,64.9,98.81,,,,98.81,3.28
868,3.28,64.6,98.81,,,,98.8,3.28
869,3.28,64.5,98.8,,,,98.8,3.28
870,3.28,64.8,98.8,,,,98.8,3.28
871,3.28,64.8,98.8,,,,98.8,3.28
872,3.28,64.8,98.8,,,,98.8,3.28
873,3.28,64.6,98.8,,,,98.8,3.28
874,3.28,64.8,98.8,,,,98.8,3.28
875,3.28,64.8,98.8,,,,98.8,3.28
876,3.28,64.8,98.8,,,,98.79,3.28
877,3.28,64.8,98.79,,,,98.79,3.28
878,3.28,64.6,98.79,,,,98.79,3.28
879,3.28,64.9,98.79,,,,98.79,3.28
880,3.28,64.9,98.79,,,,98.79,3.28
881,3.28,64.7,98.79,,,,98.79,3.28
882,3.28,65,98.79,,,,98.79,3.28
883,3.28,64.9,98.79,,,,98.78,3.28
884,3.28,65.1,98.78,,,,98.78,3.28
885,3.28,64.8,98.78,,,,98.78,3.28
886,3.28,64.8,98.78,,,,98.78,3.28
887,3.28,64.8,98.78,,,,98.78,3.28
888,3.28,64.9,98.78,,,,98.78,3.28
889,3.28,64.8,98.78,,,,98.78,3.28
890,3.28,64.7,98.78,,,,98.77,3.28
891,3.28,64.9,98.77,,,,98.77,3.28
892,3.28,65.2,98.77,,,,98.77,3.28
893,3.28,64.7,98.77,,,,98.77,3.28
894,3.28,64.8,98.77,,,,98.77,3.28
895,3.28,64.7,98.77,,,,98.77,3.28
896,3.28,64.7,98.77,,,,98.77,3.28
897,3.28,64.7,98.77,,,,98.76,3.28
898,3.28,64.9,98.76,,,,98.76,3.28
899,3.28,65.3,98.76,,,,98.76,3.28
900,3.28,64.9,98.76,,,,98.76,3.28
901,3.28,65.1,98.76,,,,98.76,3.28
902,3.28,65.1,98.76,,,,98.76,3.28
903,3.28,64.8,98.76,,,,98.76,3.28
904,3.28,64.8,98.76,,,,98.76,3.28
905,3.28,64.9,98.76,,,,98.75,3.28
906,3.28,64.7,98.75,,,,98.75,3.28
907,3.28,64.8,98.75,,,,98.75,3.28
908,3.28,64.8,98.75,,,,98.75,3.28
909,3.28,65.1,98.75,,,,98.75,3.28
910,3.28,65,98.75,,,,98.75,3.28
911,3.28,64.8,98.75,,,,98.75,3.28
912,3.28,64.9,98.75,,,,98.74,3.28
913,3.28,64.8,98.74,,,,98.74,3.28
914,3.28,64.8,98.74,,,,98.74,3.28
915,3.28,64.9,98.74,,,,98.74,3.28
916,3.28,64.6,98.74,,,,98.74,3.28
917,3.28,64.8,98.74,,,,98.74,3.28
918,3.28,64.6,98.74,,,,98.74,3.28
919,3.28,64.9,98.74,,,,98.73,3.28
920,3.28,64.7,98.73,,,,98.73,3.28
921,3.28,64.7,98.73,,,,98.73,3.28
922,3.28,64.7,98.73,,,,98.73,3.28
923,3.28,64.8,98.73,,,,98.73,3.28
924,3.28,64.7,98.73,,,,98.73,3.28
925,3.28,64.9,98.73,,,,98.73,3.28
926,3.28,64.7,98.73,,,,98.72,3.28
927,3.28,64.8,98.72,,,,98.72,3.28
928,3.28,64.6,98.72,,,,98.72,3.28
929,3.28,65.1,98.72,,,,98.72,3.28
930,3.28,65.1,98.72,,,,98.72,3.28
931,3.28,64.7,98.72,,,,98.72,3.28
932,3.28,64.7,98.72,,,,98.72,3.28
933,3.28,65,98.72,,,,98.72,3.28
934,3.28,64.7,98.72,,,,98.71,3.28
935,3.28,64.9,98.71,,,,98.71,3.28
936,3.28,65.1,98.71,,,,98.71,3.28
937,3.28,64.9,98.71,,,,98.71,3.28
938,3.28,64.7,98.71,,,,98.71,3.28
939,3.28,64.7,98.71,,,,98.71,3.28
940,3.28,64.7,98.71,,,,98.71,3.28
941,3.28,64.4,98.71,,,,98.7,3.28
942,3.28,64.7,98.7,,,,98.7,3.28
943,3.28,64.8,98.7,,,,98.7,3.28
944,3.28,64.6,98.7,,,,98.7,3.28
945,3.28,64.6,98.7,,,,98.7,3.28
946,3.28,64.8,98.7,,,,98.7,3.28
947,3.28,64.8,98.7,,,,98.7,3.28
948,3.28,64.7,98.7,,,,98.69,3.28
949,3.28,64.7,98.69,,,,98.69,3.28
950,3.28,65.1,98.69,,,,98.69,3.28
951,3.28,64.8,98.69,,,,98.69,3.28
952,3.28,64.7,98.69,,,,98.69,3.28
953,3.28,64.7,98.69,,,,98.69,3.28
954,3.28,64.9,98.69,,,,98.69,3.28
955,3.28,64.8,98.69,,,,98.68,3.28
956,3.28,64.8,98.68,,,,98.68,3.28
957,3.28,65,98.68,,,,98.68,3.28
958,3.28,64.8,98.68,,,,98.68,3.28
959,3.28,64.9,98.68,,,,98.68,3.28
960,3.28,64.8,98.68,,,,98.68,3.28
961,3.28,64.8,98.68,,,,98.68,3.28
962,3.28,64.9,98.68,,,,98.68,3.28
963,3.28,65,98.68,,,,98.67,3.28
964,3.28,64.9,98.67,,,,98.67,3.28
965,3.28,64.9,98.67,,,,98.67,3.28
966,3.28,64.9,98.67,,,,98.67,3.28
967,3.28,64.8,98.67,,,,98.67,3.28
968,3.28,65,98.67,,,,98.67,3.28
969,3.28,65.3,98.67,,,,98.67,3.28
970,3.28,65,98.67,,,,98.66,3.28
971,3.28,64.7,98.66,,,,98.66,3.28
972,3.28,64.8,98.66,,,,98.66,3.28
973,3.28,64.7,98.66,,,,98.66,3.28
974,3.28,64.8,98.66,,,,98.66,3.28
975,3.28,64.9,98.66,,,,98.66,3.28
976,3.28,64.6,98.66,,,,98.66,3.28
977,3.28,64.8,98.66,,,,98.65,3.28
978,3.28,64.6,98.65,,,,98.65,3.28
979,3.28,64.8,98.65,,,,98.65,3.28
980,3.28,65,98.65,,,,98.65,3.28
981,3.28,64.9,98.65,,,,98.65,3.28
982,3.28,64.9,98.65,,,,98.65,3.28
983,3.28,64.7,98.65,,,,98.65,3.28
984,3.28,64.9,98.65,,,,98.64,3.28
985,3.28,64.8,98.64,,,,98.64,3.28
986,3.28,65.1,98.64,,,,98.64,3.28
987,3.28,64.8,98.64,,,,98.64,3.28
988,3.28,64.7,98.64,,,,98.64,3.28
989,3.28,65.1,98.64,,,,98.64,3.28
990,3.28,65.2,98.64,,,,98.64,3.28
991,3.28,65.1,98.64,,,,98.64,3.28
992,3.27,64.5,98.64,,,,98.63,3.27
993,3.28,64.4,98.63,,,,98.63,3.28
994,3.28,65,98.63,,,,98.63,3.28
995,3.28,64.7,98.63,,,,98.63,3.28
996,3.28,64.7,98.63,,,,98.63,3.28
997,3.28,64.8,98.63,,,,98.63,3.28
998,3.28,64.6,98.63,,,,98.63,3.28
999,3.28,65,98.63,,,,98.62,3.28
1000,3.28,65.1,98.62,,,,98.62,3.28
1001,3.27,65.2,98.62,,,,98.62,3.27
1002,3.28,64.7,98.62,,,,98.62,3.28
1003,3.28,64.9,98.62,,,,98.62,3.28
1004,3.28,64.7,98.62,,,,98.62,3.28
1005,3.28,64.9,98.62,,,,98.62,3.28
1006,3.28,64.7,98.62,,,,98.61,3.28
1007,3.28,64.8,98.61,,,,98.61,3.28
1008,3.28,65.1,98.61,,,,98.61,3.28
1009,3.28,65,98.61,,,,98.61,3.28
1010,3.28,64.7,98.61,,,,98.61,3.28
1011,3.28,64.7,98.61,,,,98.61,3.28
1012,3.27,64.5,98.61,,,,98.61,3.27
1013,3.28,65.1,98.61,,,,98.6,3.28
1014,3.28,65,98.6,,,,98.6,3.28
1015,3.28,64.8,98.6,,,,98.6,3.28
1016,3.27,64.9,98.6,,,,98.6,3.27
1017,3.28,64.7,98.6,,,,98.6,3.28
1018,3.28,65.3,98.6,,,,98.6,3.28
1019,3.27,64.7,98.6,,,,98.6,3.27
1020,3.28,64.9,98.6,,,,98.6,3.28
1021,3.28,64.9,98.6,,,,98.59,3.28
1022,3.28,64.8,98.59,,,,98.59,3.28
1023,3.28,64.8,98.59,,,,98.59,3.28
1024,3.27,65,98.59,,,,98.59,3.27
1025,3.28,64.8,98.59,,,,98.59,3.28
1026,3.28,65.1,98.59,,,,98.59,3.28
1027,3.28,65.2,98.59,,,,98.59,3.28
1028,3.27,64.8,98.59,,,,98.58,3.27
1029,3.28,65.2,98.58,,,,98.58,3.28
1030,3.27,65.1,98.58,,,,98.58,3.27
1031,3.27,64.5,98.58,,,,98.58,3.27
1032,3.27,64.9,98.58,,,,98.58,3.27
1033,3.27,64.7,98.58,,,,98.58,3.27
1034,3.28,64.9,98.58,,,,98.58,3.28
1035,3.28,65,98.58,,,,98.57,3.28
1036,3.28,64.9,98.57,,,,98.57,3.28
1037,3.27,64.6,98.57,,,,98.57,3.27
1038,3.28,65,98.57,,,,98.57,3.28
1039,3.28,64.8,98.57,,,,98.57,3.28
1040,3.27,65,98.57,,,,98.57,3.27
1041,3.28,64.9,98.57,,,,98.57,3.28
1042,3.28,64.9,98.57,,,,98.56,3.28
1043,3.27,64.7,98.56,,,,98.56,3.27
1044,3.28,64.9,98.56,,,,98.56,3.28
1045,3.27,64.8,98.56,,,,98.56,3.27
1046,3.28,64.9,98.56,,,,98.56,3.28
1047,3.27,64.8,98.56,,,,98.56,3.27
1048,3.27,64.9,98.56,,,,98.56,3.27
1049,3.27,64.7,98.56,,,,98.56,3.27
1050,3.28,64.8,98.56,,,,98.55,3.28
1051,3.28,64.9,98.55,,,,98.55,3.28
1052,3.27,64.9,98.55,,,,98.55,3.27
1053,3.27,64.8,98.55,,,,98.55,3.27
1054,3.27,65.2,98.55,,,,98.55,3.27
1055,3.27,65.2,98.55,,,,98.55,3.27
1056,3.28,64.7,98.55,,,,98.55,3.28
1057,3.28,65.1,98.55,,,,98.54,3.28
1058,3.27,64.9,98.54,,,,98.54,3.27
1059,3.27,64.7,98.54,,,,98.54,3.27
1060,3.28,64.9,98.54,,,,98.54,3.28
1061,3.28,64.8,98.54,,,,98.54,3.28
1062,3.27,64.8,98.54,,,,98.54,3.27
1063,3.27,64.8,98.54,,,,98.54,3.27
1064,3.27,64.8,98.54,,,,98.53,3.27
1065,3.28,64.6,98.53,,,,98.53,3.28
1066,3.27,64.5,98.53,,,,98.53,3.27
1067,3.27,64.9,98.53,,,,98.53,3.27
1068,3.27,64.7,98.53,,,,98.53,3.27
1069,3.27,65.3,98.53,,,,98.53,3.27
1070,3.27,64.9,98.53,,,,98.53,3.27
1071,3.27,65.1,98.53,,,,98.52,3.27
1072,3.27,65.1,98.52,,,,98.52,3.27
1073,3.27,64.7,98.52,,,,98.52,3.27
1074,3.27,64.6,98.52,,,,98.52,3.27
1075,3.27,64.7,98.52,,,,98.52,3.27
1076,3.27,64.9,98.52,,,,98.52,3.27
1077,3.27,64.7,98.52,,,,98.52,3.27
1078,3.27,64.5,98.52,,,,98.52,3.27
1079,3.27,65,98.52,,,,98.51,3.27
1080,3.27,64.5,98.51,,,,98.51,3.27
1081,3.27,65.3,98.51,,,,98.51,3.27
1082,3.27,64.6,98.51,,,,98.51,3.27
1083,3.27,64.8,98.51,,,,98.51,3.27
1084,3.27,65.1,98.51,,,,98.51,3.27
1085,3.27,64.8,98.51,,,,98.51,3.27
1086,3.27,65.1,98.51,,,,98.5,3.27
1087,3.27,65,98.5,,,,98.5,3.27
1088,3.27,64.8,98.5,,,,98.5,3.27
1089,3.28,64.5,98.5,,,,98.5,3.28
1090,3.27,64.7,98.5,,,,98.5,3.27
1091,3.27,64.9,98.5,,,,98.5,3.27
1092,3.27,65,98.5,,,,98.5,3.27
1093,3.27,64.7,98.5,,,,98.49,3.27
1094,3.27,64.8,98.49,,,,98.49,3.27
1095,3.27,64.8,98.49,,,,98.49,3.27
1096,3.27,64.6,98.49,,,,98.49,3.27
1097,3.27,64.9,98.49,,,,98.49,3.27
1098,3.27,64.8,98.49,,,,98.49,3.27
1099,3.27,64.8,98.49,,,,98.49,3.27
1100,3.27,65,98.49,,,,98.48,3.27
1101,3.27,64.7,98.48,,,,98.48,3.27
1102,3.27,64.9,98.48,,,,98.48,3.27
1103,3.27,64.7,98.48,,,,98.48,3.27
1104,3.27,64.8,98.48,,,,98.48,3.27
1105,3.27,64.5,98.48,,,,98.48,3.27
1106,3.27,64.7,98.48,,,,98.48,3.27
1107,3.27,64.8,98.48,,,,98.48,3.27
1108,3.27,64.8,98.48,,,,98.47,3.27
1109,3.27,65,98.47,,,,98.47,3.27
1110,3.27,64.7,98.47,,,,98.47,3.27
1111,3.27,64.8,98.47,,,,98.47,3.27
1112,3.27,65,98.47,,,,98.47,3.27
1113,3.27,65,98.47,,,,98.47,3.27
1114,3.27,64.9,98.47,,,,98.47,3.27
1115,3.27,64.6,98.47,,,,98.46,3.27
1116,3.27,64.6,98.46,,,,98.46,3.27
1117,3.27,64.7,98.46,,,,98.46,3.27
1118,3.27,64.7,98.46,,,,98.46,3.27
1119,3.27,64.8,98.46,,,,98.46,3.27
1120,3.27,64.6,98.46,,,,98.46,3.27
1121,3.27,64.7,98.46,,,,98.46,3.27
